,Unnamed: 0,Unnamed: 0.1,in_amount_mmol,p_amount_mmol,ligand_amount_mmol,first_sol_amount_ml,second_sol_amount_ml,third_sol_amount_ml,other_1_amount_mmol,other_2_amount_mmol,total_volume_ml,temp_c,time_min,x0_chloroindium oxalate,x0_indium acetate,x0_indium bromide,x0_indium chloride,x0_indium iodide,x0_indium myristate,x0_indium oxalate,x0_indium palmitate,x0_indium trifluoroacetate,"x0_indium tris(N,N-diisopropylacetamidinato)",x1_bis(trimethylsilyl)phosphine,x1_phosphine gas,x1_phosphorus trichloride,x1_sodium phosphide,x1_tris(diethylamino)phosphine,x1_tris(dimethylamino)phosphine,x1_tris(trimethylgermyl)phosphine,x1_tris(trimethylsilyl)phosphine,x1_white phosphorus,x2_None,x2_dodecanethiol,x2_lauric acid,x2_myristic acid,x2_oleic acid,x2_palmitic acid,x2_stearic acid,x3_4-ethylpyridine,x3_None,x3_dimethylformamide,x3_dodecylamine,x3_mesitylene,x3_octadecene,x3_oleylamine,x3_trioctylamine,x3_trioctylphosphine,x3_trioctylphosphine oxide,x4_None,x4_dioctyl ether,x4_dioctylamine,x4_hexadecylamine,x4_octylamine,x4_oleylamine,x4_toluene,x4_trioctylphosphine,x4_trioctylphosphine oxide,x5_None,x5_trioctylphosphine,x6_None,x6_acetic acid,x6_superhydride,x6_tetrabutylammonium myristate,x6_zinc acetate,x6_zinc bromide,x6_zinc chloride,x6_zinc iodide,x6_zinc octanoate,x6_zinc oleate,x6_zinc stearate,x6_zinc undecylenate,x7_None,x7_copper bromide,x7_oleic acid,x7_water,x7_zinc iodide,diameter_nm,abs_nm,emission_nm,
53,53,53,-0.299813727,0.441209512,-0.439228154,-0.33345942,-0.370637337,-0.096002403,1.019555944,-0.146248879,-0.355562643,-0.815936773,-0.282373108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.8,509,546.3333333,37.33333333
54,54,54,-0.299813727,0.426616033,-0.439228154,-0.33345942,-0.370637337,-0.096002403,1.019555944,-0.146248879,-0.355562643,-0.815936773,-0.282373108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,None,423,507,84
55,55,55,0.055435832,0.266087765,-0.439228154,-0.32905204,-0.370637337,-0.096002403,-0.675365227,-0.146248879,-0.351515422,-0.019546118,-0.307602053,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,None,571,612.5,41.5
56,56,56,0.055435832,0.266087765,-0.439228154,-0.32905204,-0.370637337,-0.096002403,-0.675365227,-0.146248879,-0.351515422,-0.019546118,-0.282373108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,None,602,621,19
57,57,57,-0.299813727,0.667408435,-0.439228154,-0.32905204,-0.370637337,-0.096002403,1.019555944,1.927539178,-0.351515422,-0.417741445,-0.2562742,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,420,494.8333333,74.83333333
58,58,58,-0.423737991,-0.682488363,-0.439228154,-0.32905204,-0.370637337,-0.096002403,1.019555944,5.383852607,-0.351515422,-0.815936773,-0.307602053,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,None,438,500.6666667,62.66666667
59,59,59,-0.423737991,-0.682488363,-0.439228154,-0.32905204,-0.370637337,-0.096002403,1.019555944,5.383852607,-0.351515422,-0.815936773,-0.305862126,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,None,460,541.6666667,81.66666667
60,60,60,-0.423737991,-0.682488363,-0.439228154,-0.32905204,-0.370637337,-0.096002403,1.019555944,5.383852607,-0.351515422,-0.815936773,-0.295422563,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.75,481,545.1666667,64.16666667
61,61,61,-0.588970344,-0.667894884,-0.439228154,-0.32905204,-0.370637337,-0.096002403,0.865472202,-0.146248879,-0.351515422,1.175039865,-0.2562742,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.3,423,485,62
62,62,62,-0.423737991,-0.631411187,-0.093261734,-0.32905204,0.006069324,-0.096002403,-0.675365227,-0.146248879,-0.346646109,-1.413229764,0.78768214,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,523,587.8333333,64.83333333
63,63,63,-0.423737991,-0.631411187,-0.093261734,-0.32905204,0.006069324,-0.096002403,-0.675365227,-0.146248879,-0.346646109,0.179551546,0.78768214,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.1,584,624.5,40.5
64,64,64,0.980737006,-0.631411187,-0.439228154,-0.32905204,0.118592093,-0.096002403,-0.675365227,-0.146248879,-0.288277591,1.573235192,-0.282373108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,547,590,43
65,65,65,0.823766271,1.265741069,-0.439228154,-0.246551408,2.075509814,-0.096002403,-0.675365227,-0.146248879,0.040432652,-0.815936773,0.944275591,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.3,512,584.3333333,72.33333333
66,66,66,0.823766271,1.265741069,-0.439228154,-0.246551408,2.075509814,-0.096002403,-0.675365227,-0.146248879,0.040432652,-0.815936773,0.944275591,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.2,499,590,91
67,67,67,-0.423737991,-0.682488363,-0.439228154,-0.32905204,-0.370637337,-0.096002403,1.019555944,-0.146248879,-0.351515422,-0.815936773,-0.307602053,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,None,461,530.1666667,69.16666667
68,68,68,-0.423737991,-0.682488363,-0.439228154,-0.32905204,-0.370637337,-0.096002403,1.019555944,-0.146248879,-0.351515422,-0.815936773,-0.305862126,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,None,496,540.5,44.5
69,69,69,0.055435832,0.266087765,-0.439228154,-0.32905204,-0.370637337,-0.096002403,0.341587476,-0.146248879,-0.351515422,-0.019546118,-0.307602053,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,None,532,570.3333333,38.33333333
70,70,70,0.055435832,0.266087765,-0.439228154,-0.32905204,-0.370637337,-0.096002403,0.018011616,-0.146248879,-0.351515422,-0.019546118,-0.307602053,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,None,537,576.1666667,39.16666667
71,71,71,-0.423737991,-0.682488363,-0.439228154,-0.32905204,-0.370637337,-0.096002403,1.019555944,-0.146248879,-0.351515422,-0.815936773,-0.295422563,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.6,547,606.6666667,59.66666667
72,72,72,0.055435832,0.266087765,-0.439228154,-0.32905204,-0.370637337,-0.096002403,0.018011616,-0.146248879,-0.351515422,-0.019546118,-0.282373108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,None,572,620.8333333,48.83333333
73,73,73,0.055435832,0.266087765,-0.439228154,-0.32905204,-0.370637337,-0.096002403,0.341587476,-0.146248879,-0.351515422,-0.019546118,-0.282373108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,None,575,620.8333333,45.83333333
74,74,74,-0.299813727,0.667408435,-0.439228154,-0.32905204,-0.370637337,-0.096002403,1.019555944,-0.146248879,-0.351515422,-0.417741445,-0.2562742,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.3,590,625,35
75,75,75,0.071959067,0.280681244,-0.439228154,-0.32905204,-0.370637337,-0.096002403,0.018011616,-0.146248879,-0.351515422,-0.019546118,-0.308037035,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.1,536.5517241,576.1666667,39.61494253
76,76,76,0.071959067,0.280681244,-0.439228154,-0.32905204,-0.370637337,-0.096002403,0.018011616,-0.146248879,-0.351515422,-0.019546118,-0.299772381,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,554.862069,615.8333333,60.97126437
77,77,77,0.071959067,1.594094345,-0.439228154,-0.283600941,-0.370637337,-0.096002403,2.714477116,-0.146248879,-0.309778454,-1.612327427,-0.282373108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,None,410,495.5,85.5
78,78,78,0.071959067,1.594094345,-0.439228154,-0.283600941,-0.370637337,-0.096002403,2.714477116,-0.146248879,-0.309778454,-1.612327427,-0.282373108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,None,440,500.3333333,60.33333333
79,79,79,0.071959067,1.594094345,-0.439228154,-0.283600941,-0.370637337,-0.096002403,2.714477116,-0.146248879,-0.309778454,-1.2141321,-0.299772381,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,None,455,525.5,70.5
80,80,80,0.071959067,1.594094345,-0.439228154,-0.283600941,-0.370637337,-0.096002403,2.714477116,-0.146248879,-0.309778454,-1.2141321,-0.291072745,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,None,468,554.5,86.5
81,81,81,0.071959067,1.594094345,-0.439228154,-0.283600941,-0.370637337,-0.096002403,2.714477116,-0.146248879,-0.309778454,-1.2141321,-0.282373108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,None,492,561.5,69.5
82,82,82,0.071959067,1.594094345,-0.439228154,-0.283600941,-0.370637337,-0.096002403,2.714477116,-0.146248879,-0.309778454,-0.815936773,-0.304122199,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,None,515,550.1666667,35.16666667
83,83,83,0.071959067,1.594094345,-0.439228154,-0.283600941,-0.370637337,-0.096002403,2.714477116,-0.146248879,-0.309778454,-0.815936773,-0.299772381,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,None,523,549.6666667,26.66666667
84,84,84,0.071959067,1.594094345,-0.439228154,-0.283600941,-0.370637337,-0.096002403,2.714477116,-0.146248879,-0.309778454,-0.815936773,-0.291072745,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,None,544,594,50
85,85,85,0.071959067,1.594094345,-0.439228154,-0.283600941,-0.370637337,-0.096002403,2.714477116,-0.146248879,-0.309778454,-0.815936773,-0.282373108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,None,550,594,44
86,86,86,0.071959067,1.594094345,-0.439228154,-0.283600941,-0.370637337,-0.096002403,2.714477116,-0.146248879,-0.309778454,-0.019546118,-0.304122199,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,None,552,599.3333333,47.33333333
87,87,87,0.071959067,1.594094345,-0.439228154,-0.283600941,-0.370637337,-0.096002403,2.714477116,-0.146248879,-0.309778454,-0.019546118,-0.299772381,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,None,569,607.5,38.5
88,88,88,0.071959067,1.594094345,-0.439228154,-0.283600941,-0.370637337,-0.096002403,2.714477116,-0.146248879,-0.309778454,-0.019546118,-0.291072745,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,None,592,613,21
89,89,89,0.071959067,1.594094345,-0.439228154,-0.283600941,-0.370637337,-0.096002403,2.714477116,-0.146248879,-0.309778454,-0.019546118,-0.282373108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,None,600,620.6666667,20.66666667
90,90,90,-0.588970344,-0.59492749,-0.435384083,-0.260186738,-0.345197407,-0.096002403,-0.66766104,-0.146248879,-0.284989224,0.179551546,-0.291072745,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3.2,555,645,90
91,91,91,2.798292886,0.769562787,-0.439228154,0.091791473,2.564739244,-0.096002403,-0.675365227,-0.146248879,0.414421182,1.175039865,3.449770807,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,None,599,612,13
92,92,92,0.055435832,0.280681244,-0.439228154,-0.260186738,2.347303942,-0.096002403,-0.675365227,-0.146248879,0.064146838,0.975942201,3.449770807,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.52,520,605,85
93,93,93,0.055435832,-0.361431827,-0.439228154,-0.260186738,2.347303942,-0.096002403,-0.675365227,-0.146248879,0.064146838,0.975942201,3.449770807,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.6,530,610.3333333,80.33333333
94,94,94,0.055435832,0.280681244,-0.439228154,-0.260186738,2.347303942,-0.096002403,-0.675365227,-0.146248879,0.064146838,0.975942201,7.208013631,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.66,590,653.3333333,63.33333333
95,95,95,-0.506354167,-0.59492749,-0.170143161,-0.225754087,-0.27328068,-0.096002403,-0.213113999,-0.146248879,-0.244074348,-1.811425091,-0.282373108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,None,408,500,92
96,96,96,-0.506354167,-0.59492749,-0.170143161,-0.225754087,-0.27328068,-0.096002403,-0.675365227,-0.146248879,-0.244074348,-1.811425091,-0.282373108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,None,412,566.5,154.5
97,97,97,-0.506354167,-0.59492749,-0.170143161,-0.225754087,-0.27328068,-0.096002403,-0.675365227,-0.146248879,-0.244074348,-1.811425091,-0.307602053,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,None,419,566.5,147.5
98,98,98,-0.506354167,-0.59492749,-0.170143161,-0.225754087,-0.27328068,-0.096002403,-0.675365227,-0.146248879,-0.244074348,-1.413229764,-0.307602053,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,None,431,566.5,135.5
99,99,99,-0.506354167,-0.59492749,-0.170143161,-0.225754087,-0.27328068,-0.096002403,-0.675365227,-0.146248879,-0.244074348,-1.413229764,-0.282373108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,None,432,566.5,134.5
100,100,100,-0.506354167,-0.59492749,-0.170143161,-0.225754087,-0.27328068,-0.096002403,-0.675365227,-0.146248879,-0.244074348,-1.015034436,-0.307602053,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,None,446,566.5,120.5
101,101,101,-0.506354167,-0.59492749,-0.170143161,-0.225754087,-0.27328068,-0.096002403,-0.675365227,-0.146248879,-0.244074348,-1.015034436,-0.282373108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,None,468,584.6666667,116.6666667
102,102,102,-0.506354167,-0.59492749,-0.170143161,-0.225754087,-0.27328068,-0.096002403,-0.675365227,-0.146248879,-0.244074348,-1.811425091,-0.282373108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,None,502,578.1666667,76.16666667
104,104,104,-0.341121815,-0.59492749,0.214263972,-0.225754087,-0.247351521,-0.096002403,-0.675365227,-0.146248879,-0.240722743,-1.413229764,-0.299772381,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,None,462,577.1666667,115.1666667
105,105,105,-0.341121815,-0.59492749,0.214263972,-0.225754087,-0.247351521,-0.096002403,-0.675365227,-0.146248879,-0.240722743,-0.815936773,-0.307602053,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,None,492,582.6666667,90.66666667
106,106,106,-0.341121815,-0.59492749,0.214263972,-0.225754087,-0.247351521,-0.096002403,-0.675365227,-0.146248879,-0.240722743,-1.413229764,-0.282373108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,None,500,577.1666667,77.16666667
107,107,107,-0.341121815,-0.59492749,0.214263972,-0.225754087,-0.247351521,-0.096002403,-0.675365227,-0.146248879,-0.240722743,-1.413229764,-0.204076383,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,None,574,583.6666667,9.666666667
108,108,108,-0.341121815,-0.59492749,0.214263972,-0.225754087,-0.247351521,-0.096002403,-0.675365227,-0.146248879,-0.240722743,-0.815936773,-0.299772381,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.7,580,588,8
