,in_amount_mmol,p_amount_mmol,ligand_amount_mmol,first_sol_amount_ml,second_sol_amount_ml,third_sol_amount_ml,other_1_amount_mmol,other_2_amount_mmol,total_volume_ml,temp_c,time_min,x0_chloroindium oxalate,x0_indium acetate,x0_indium bromide,x0_indium chloride,x0_indium iodide,x0_indium myristate,x0_indium oxalate,x0_indium palmitate,x0_indium trifluoroacetate,"x0_indium tris(N,N-diisopropylacetamidinato)",x1_bis(trimethylsilyl)phosphine,x1_phosphine gas,x1_phosphorus trichloride,x1_sodium phosphide,x1_tris(diethylamino)phosphine,x1_tris(dimethylamino)phosphine,x1_tris(trimethylgermyl)phosphine,x1_tris(trimethylsilyl)phosphine,x1_white phosphorus,x2_None,x2_dodecanethiol,x2_lauric acid,x2_myristic acid,x2_oleic acid,x2_palmitic acid,x2_stearic acid,x3_4-ethylpyridine,x3_None,x3_dimethylformamide,x3_dodecylamine,x3_mesitylene,x3_octadecene,x3_oleylamine,x3_trioctylamine,x3_trioctylphosphine,x3_trioctylphosphine oxide,x4_None,x4_dioctyl ether,x4_dioctylamine,x4_hexadecylamine,x4_octylamine,x4_oleylamine,x4_toluene,x4_trioctylphosphine,x4_trioctylphosphine oxide,x5_None,x5_trioctylphosphine,x6_None,x6_acetic acid,x6_superhydride,x6_tetrabutylammonium myristate,x6_zinc acetate,x6_zinc bromide,x6_zinc chloride,x6_zinc iodide,x6_zinc octanoate,x6_zinc oleate,x6_zinc stearate,x6_zinc undecylenate,x7_None,x7_copper bromide,x7_oleic acid,x7_water,x7_zinc iodide,diameter_nm,abs_nm,emission_nm
31,-0.481569315,-0.157123123,-0.439228154,-0.503418985,-0.370637337,-0.096002403,0.172095359,-0.146248879,-0.511633609,-0.815936773,-0.291072745,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.9,573,618
25,-0.258505638,1.265741069,-0.439228154,-0.53399518,-0.370637337,-0.096002403,0.480262844,2.157960073,-0.539711206,-0.815936773,-0.282373108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,490,560
50,-0.299813727,0.441209512,-0.439228154,-0.33345942,-0.370637337,-0.096002403,1.019555944,-0.146248879,-0.355562643,-0.815936773,-0.282373108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,562,None
64,0.980737006,-0.631411187,-0.439228154,-0.32905204,0.118592093,-0.096002403,-0.675365227,-0.146248879,-0.288277591,1.573235192,-0.282373108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,547,590
76,0.071959067,0.280681244,-0.439228154,-0.32905204,-0.370637337,-0.096002403,0.018011616,-0.146248879,-0.351515422,-0.019546118,-0.299772381,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,None,None
178,1.253370388,1.448159556,-0.439228154,0.084139773,0.118592093,-0.096002403,-0.675365227,-0.146248879,0.091149392,0.776844537,3.449770807,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,577,646
173,2.633060533,0.718485611,5.134675278,0.024915613,-0.370637337,-0.096002403,-0.675365227,-0.146248879,0.280862884,1.672784024,-0.291072745,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.1,555,595
30,-0.485700123,-0.157123123,-0.439228154,-0.503418985,-0.370637337,-0.096002403,0.172095359,-0.146248879,-0.511633609,-0.815936773,-0.282373108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.2,560,None
32,-0.481569315,-0.157123123,-0.439228154,-0.503418985,-0.370637337,-0.096002403,0.172095359,-0.146248879,-0.511633609,-0.815936773,-0.291072745,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.2,None,None
33,-0.481569315,-0.157123123,-0.439228154,-0.503418985,-0.370637337,-0.096002403,0.172095359,-0.146248879,-0.511633609,-0.815936773,-0.291072745,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.2,None,None
34,-0.299813727,0.266087765,-0.439228154,-0.466782645,-0.370637337,-0.096002403,1.019555944,-0.146248879,-0.477991083,-0.815936773,-0.304122199,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.2,550,None
51,-0.299813727,0.441209512,-0.439228154,-0.33345942,-0.370637337,-0.096002403,1.019555944,-0.146248879,-0.355562643,-0.815936773,-0.282373108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.2,570,None
66,0.823766271,1.265741069,-0.439228154,-0.246551408,2.075509814,-0.096002403,-0.675365227,-0.146248879,0.040432652,-0.815936773,0.944275591,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.2,499,590
90,-0.588970344,-0.59492749,-0.435384083,-0.260186738,-0.345197407,-0.096002403,-0.66766104,-0.146248879,-0.284989224,0.179551546,-0.291072745,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3.2,555,645
162,-0.390691521,-0.573037271,-0.054821021,-0.053590831,-0.370637337,-0.096002403,-0.675365227,-0.146248879,-0.0985641,1.772332856,-0.299772381,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.2,None,None
167,-0.506354167,-0.667894884,-0.208583874,0.015274471,-0.126022622,-0.096002403,-0.675365227,-0.146248879,-0.003707354,1.175039865,-0.291072745,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.26,584,615
26,0.782458183,0.017998624,-0.439228154,-0.508101826,-0.261919686,-0.096002403,-0.675365227,-0.146248879,-0.501452318,0.975942201,3.449770807,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.5,595,None
179,1.253370388,1.448159556,-0.439228154,0.084139773,0.118592093,-0.096002403,-0.675365227,-0.146248879,0.091149392,0.975942201,3.449770807,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.5,590,677
208,-0.258505638,-0.376025306,0.137382546,1.461445817,1.097050953,-0.096002403,1.635890916,-0.146248879,1.482381664,0.577746873,-0.099680749,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.5,562,618
15,-0.423737991,0.134746455,-0.439228154,-0.425463463,0.314283865,-0.096002403,-0.444239613,-0.146248879,-0.351515422,-0.019546118,-0.308037035,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.6,492,None
42,-0.423737991,-0.631411187,-0.439228154,-0.397917343,0.118592093,-0.096002403,-0.675365227,-0.146248879,-0.351515422,-0.218643781,-0.291072745,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.6,578,641
108,-0.341121815,-0.59492749,0.214263972,-0.225754087,-0.247351521,-0.096002403,-0.675365227,-0.146248879,-0.240722743,-0.815936773,-0.299772381,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.7,580,588
164,-0.506354167,-0.667894884,-0.208583874,0.015274471,-0.370637337,-0.096002403,-0.675365227,-0.146248879,-0.035326269,1.573235192,-0.291072745,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,525,558
214,0.154575243,-0.37675498,0.713993246,4.491519115,-0.370637337,-0.096002403,-0.675365227,-0.146248879,4.075132718,0.975942201,-0.151878566,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,585,630
63,-0.423737991,-0.631411187,-0.093261734,-0.32905204,0.006069324,-0.096002403,-0.675365227,-0.146248879,-0.346646109,0.179551546,0.78768214,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.1,584,None
180,1.253370388,1.448159556,-0.439228154,0.084139773,0.118592093,-0.096002403,-0.675365227,-0.146248879,0.091149392,1.175039865,3.449770807,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.2,626,729
20,-0.588970344,1.448159556,-0.323906014,-0.535647947,-0.370637337,-0.096002403,-0.675365227,-0.146248879,-0.541228914,0.776844537,-0.295422563,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.3,620,None
74,-0.299813727,0.667408435,-0.439228154,-0.32905204,-0.370637337,-0.096002403,1.019555944,-0.146248879,-0.351515422,-0.417741445,-0.2562742,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.3,590,625
21,-0.588970344,1.448159556,-0.323906014,-0.535647947,-0.370637337,-0.096002403,-0.675365227,-0.146248879,-0.541228914,0.179551546,-0.295422563,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.5,623,None
22,-0.588970344,1.448159556,-0.323906014,-0.535647947,-0.370637337,-0.096002403,-0.675365227,-0.146248879,-0.541228914,0.776844537,-0.295422563,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.5,660,None
16,-0.423737991,0.134746455,-0.439228154,-0.425463463,0.314283865,-0.096002403,-0.444239613,-0.146248879,-0.351515422,-0.019546118,-0.282373108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.6,611,None
27,0.782458183,0.017998624,-0.439228154,-0.508101826,-0.261919686,-0.096002403,-0.675365227,-0.146248879,-0.501452318,1.573235192,3.449770807,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.6,650,None
181,1.253370388,1.448159556,-0.439228154,0.084139773,0.118592093,-0.096002403,-0.675365227,-0.146248879,0.091149392,1.374137528,3.449770807,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.8,689,765
159,1.195539065,0.718485611,-0.439228154,-0.122456134,0.03542309,-0.096002403,-0.675365227,-0.146248879,-0.109314531,0.975942201,0.683286506,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,633,653
213,7.590031113,6.555877169,-0.439228154,2.769886559,9.413951266,-0.096002403,-0.675365227,-0.146248879,3.758943565,-1.811425091,2.197023199,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,587,None
182,1.253370388,1.448159556,-0.439228154,0.084139773,0.118592093,-0.096002403,-0.675365227,-0.146248879,0.091149392,1.573235192,3.449770807,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,729,775
36,0.319807596,0.134746455,-0.439228154,-0.466782645,-0.296763693,-0.096002403,-0.675365227,-0.146248879,-0.468442171,-0.855756305,0.422297421,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.7,622,680
29,-0.299813727,0.664489739,-0.439228154,-0.50569154,-0.370637337,-0.096002403,1.019555944,-0.146248879,-0.513720457,-1.015034436,-0.299772381,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7,478,518
127,-0.580708726,-0.667894884,-0.323906014,-0.191321436,-0.370637337,-0.096002403,-0.675365227,-0.146248879,-0.225039761,0.975942201,-0.099680749,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.3,532,590
